id,address,bedrooms,bathrooms,monthly_price,ber,category,daft_link,agent_name,has_video,has_virtual_tour,total_images,dublin_subcode
6225028,"Apt. 93, Meridian Court, D15 CP78, Royal Canal Park, Dublin 15",2.0,2.0,2395,E1,Rent,http://www.daft.ie/for-rent/apartment-apt-93-meridian-court-d15-cp78-royal-canal-park-dublin-15/6225028,Molly,False,False,19,15.0
6233354,"Apt 17, 55 Mountjoy Square West, D01 N237, Dublin 1",1.0,1.0,1750,C2,Rent,http://www.daft.ie/for-rent/apartment-apt-17-55-mountjoy-square-west-dublin-1/6233354,Molly,False,False,20,1.0
6235802,"Apt 50, The Strand, 149 North Strand Road, D03 X036, North Strand, Dublin 3",2.0,2.0,2595,D1,Rent,http://www.daft.ie/for-rent/apartment-apt-50-the-strand-149-north-strand-road-d03-x036-north-strand-dublin-3/6235802,Molly,False,False,12,3.0
6159994,"Apt 53, 35-38 Mountjoy Square South, D01 NV22, Dublin 1",2.0,1.0,2295,D2,Rent,http://www.daft.ie/for-rent/apartment-apt-53-35-38-mountjoy-square-south-d01-nv22-dublin-1/6159994,Molly,False,False,12,1.0
6160604,"The Old Forge, Lucan, Co. Dublin, Lucan, Co. Dublin",1.0,1.0,1165,B2,Rent,http://www.daft.ie/for-rent/house-the-old-forge-lucan-co-dublin-lucan-co-dublin/6160604,Hardik Desai,False,False,7,
6103718,"73 Shrewsbury, Ballsbridge, Dublin 4, Ballsbridge, Dublin 4",3.0,2.0,4500,A1,Rent,http://www.daft.ie/for-rent/house-shrewsbury-dublin-4-sandymount-dublin-4/6103718,Private User,False,False,16,4.0
6232339,"50 Clarinda Park East, Dun Laoghaire, Co. Dublin",1.0,1.0,1250,SI_666,Rent,http://www.daft.ie/for-rent/flat-50-clarinda-park-east-dun-laoghaire-co-dublin/6232339,tony lambert,False,False,8,
6231744,"Capel Street, Smithfield, Dublin 1",1.0,1.0,2300,SI_666,Rent,http://www.daft.ie/for-rent/apartment-capel-street-smithfield-dublin-1/6231744,Lettings Department,False,False,7,1.0
6233613,"Mountjoy Square West, Dublin 1",1.0,1.0,1750,SI_666,Rent,http://www.daft.ie/for-rent/apartment-mountjoy-square-west-dublin-1/6233613,Lettings Department,False,False,5,1.0
6188664,"21 Northbrook Road, Ranelagh, Dublin 6",5.0,3.0,15000,SI_666,Rent,http://www.daft.ie/for-rent/house-21-northbrook-road-ranelagh-ranelagh-dublin-6/6188664,Caroline McArdle,False,False,20,6.0
6213846,"Apartment 40, The Clayton, The Gasworks, Dublin 4",1.0,1.0,2200,D1,Rent,http://www.daft.ie/for-rent/apartment-apartment-40-the-clayton-the-gasworks-dublin-4/6213846,Caroline McArdle,False,False,9,4.0
6195701,"Apartment 22, The Kilmore, Ballymun, Dublin 9",2.0,2.0,2300,D1,Rent,http://www.daft.ie/for-rent/apartment-apartment-22-the-kilmore-ballymun-dublin-9/6195701,Office,True,True,15,9.0
6234799,"Apartment 19, Harcourt Mews, Portobello, Dublin 8",3.0,2.0,4203,D1,Rent,http://www.daft.ie/for-rent/apartment-apartment-19-harcourt-mews-portobello-dublin-8/6234799,Office,True,False,16,8.0
6185455,"Apartment 30, 1 Jervis Street, Dublin 1",2.0,1.0,2500,D2,Rent,http://www.daft.ie/for-rent/apartment-apartment-30-1-jervis-street-dublin-1/6185455,Mark Coffey,False,False,8,1.0
6227655,"Woodlawn, 124 Ranelagh, Ranelagh, Dublin 6",2.0,1.0,2154,SI_666,Rent,http://www.daft.ie/for-rent/apartment-woodlawn-124-ranelagh-ranelagh-dublin-6/6227655,Mark Coffey,False,False,5,6.0
6233980,"20 Clay Farm Walk, Dublin 18, Leopardstown, Dublin 18",4.0,4.0,4500,A2,Rent,http://www.daft.ie/for-rent/house-20-clay-farm-walk-dublin-18-leopardstown-dublin-18/6233980,Alex Kelly,False,False,23,18.0
6235269,"62 Saint Agnes Park, Crumlin, Dublin 12",2.0,1.0,2161,E1,Rent,http://www.daft.ie/for-rent/apartment-62-saint-agnes-park-crumlin-dublin-12/6235269,Alex Kelly,False,False,16,12.0
6212828,"Waterloo Lane, Dublin 4, Ballsbridge, Dublin 4",4.0,2.0,5200,C1,Rent,http://www.daft.ie/for-rent/house-waterloo-lane-dublin-4-ballsbridge-dublin-4/6212828,Rory FitzGerald,False,False,21,4.0
6236231,"Birchfield Park, Goatstown, Goatstown, Dublin 14",1.0,,1150,B2,Rent,http://www.daft.ie/for-rent/studio-apartment-birchfield-park-goatstown-goatstown-dublin-14/6236231,Ross Gillanders,False,False,4,14.0
6227739,"Apartment 6, 50 Castle Avenue, Clontarf, Dublin 3",1.0,1.0,1900,SI_666,Rent,http://www.daft.ie/for-rent/apartment-apartment-6-50-castle-avenue-clontarf-dublin-3/6227739,Grayling Lettings Team,False,False,5,3.0
6217664,"Appartement 3, 52 Leinster Road, Rathmines, Dublin 6",1.0,,1325,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-appartement-2-52-leinster-road-rathmines-dublin-6/6217664,Grayling Lettings Team,False,False,8,6.0
6135227,"Apartment 7, 44 Cabra Park, Phibsborough, Dublin 7",1.0,,1550,B2,Rent,http://www.daft.ie/for-rent/apartment-apartment-4-44-cabra-park-phibsborough-dublin-7/6135227,Grayling Lettings Team,False,False,8,7.0
6228332,"Apartment 1, 12 Mark'S Lane, Dublin 2",3.0,1.0,3200,C2,Rent,http://www.daft.ie/for-rent/apartment-apartment-1-12-marks-lane-dublin-2/6228332,Grayling Lettings Team,False,False,6,2.0
6228291,"Apartment 7, 50 Castle Avenue, Clontarf, Dublin 3",1.0,,1800,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-apartment-7-50-castle-avenue-clontarf-dublin-3/6228291,Grayling Lettings Team,False,False,5,3.0
6217555,"Apartment 3, 168 Rathmines Road Lower, Rathmines, Dublin 6",1.0,,1109,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-apartment-3-168-rathmines-road-lower-rathmines-dublin-6/6217555,Grayling Lettings Team,False,False,7,6.0
6199257,"Apartment 4, 45 Phibsborough Road, North Circular Road, Dublin 7",1.0,,1673,C1,Rent,http://www.daft.ie/for-rent/studio-apartment-apartment-4-45-phibsborough-road-north-circular-road-dublin-7/6199257,Grayling Lettings Team,False,False,6,7.0
6185314,"Apatrment 4, 44 Cabra Park, Phibsborough, Dublin 7",1.0,1.0,1800,B2,Rent,http://www.daft.ie/for-rent/apartment-apatrment-4-44-cabra-park-phibsborough-dublin-7/6185314,Grayling Lettings Team,False,False,11,7.0
6228397,"Flat 1, 11 Leinster Road, Rathmines, Dublin 6",1.0,,1221,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-flat-1-11-leinster-road-rathmines-dublin-6/6228397,Grayling Lettings Team,False,False,7,6.0
6135420,"Apartment 3, 66 Rathmines Road Upper, Rathgar, Dublin 6",2.0,1.0,2100,SI_666,Rent,http://www.daft.ie/for-rent/apartment-apartment-3-66-rathmines-road-upper-rathgar-dublin-6/6135420,Grayling Lettings Team,False,False,10,6.0
6185992,"Apartment 3, 55 Mountjoy Street, Dublin 7, Phibsborough, Dublin 7",1.0,1.0,2000,SI_666,Rent,http://www.daft.ie/for-rent/apartment-55-mountjoy-street-dublin-7-phibsborough-dublin-7/6185992,Grayling Lettings Team,False,False,6,7.0
6188139,"Apartment 5, 55 Mountjoy Street, Dublin 7 , Phibsborough, Dublin 7",2.0,1.0,2600,SI_666,Rent,http://www.daft.ie/for-rent/apartment-55-mountjoy-street-dublin-7-phibsborough-dublin-7/6188139,Grayling Lettings Team,False,False,7,7.0
6188759,"Apartment 11, 47 Grove Park, Rathmines, Dublin 6",1.0,,1200,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-apartment-11-47-grove-park-rathmines-dublin-6/6188759,Grayling Lettings Team,False,False,7,6.0
6219297,"Apartment 2, 43 South Circular Road, D08 K4HT, Dublin 8",1.0,,1626,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-apartment-6-43-south-circular-road-dublin-8/6219297,Grayling Lettings Team,False,False,8,8.0
6221575,"Apartment 1, 44 Morehampton Road, Dublin 4",1.0,,1572,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-apartment-1-44-morehampton-road-dublin-4/6221575,Grayling Lettings Team,False,False,9,4.0
6228353,"Flat 3, 21 Grove Park, Rathmines, Dublin 6",1.0,1.0,1478,SI_666,Rent,http://www.daft.ie/for-rent/apartment-flat-3-21-grove-park-rathmines-dublin-6/6228353,Grayling Lettings Team,False,False,5,6.0
6222506,"Apartment 3 , 21 Grove Park, Rathmines, Dublin 6",1.0,,1478,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-apartment-5-21-grove-park-rathmines-dublin-6/6222506,Grayling Lettings Team,False,False,8,6.0
6228401,"Flat 2, 64 Rathmines Road Upper, Rathgar, Dublin 6",1.0,,1511,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-flat-2-64-rathmines-road-upper-rathgar-dublin-6/6228401,Grayling Lettings Team,False,False,7,6.0
6233216,"Apartment 1, 69 Drumcondra Road Lower, Drumcondra, Dublin 9",1.0,,1224,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-apartment-1-69-drumcondra-road-lower-drumcondra-dublin-9/6233216,Grayling Lettings Team,False,False,1,9.0
6180170,"25 Haddon Court, Haddon Road, Clontarf, Dublin 3",1.0,1.0,2300,C1,Rent,http://www.daft.ie/for-rent/apartment-25-haddon-court-haddon-road-clontarf-dublin-3/6180170,Herman White Estates,False,False,25,3.0
6230603,"Moland House Talbot St, Dublin 1",1.0,1.0,1900,B2,Rent,http://www.daft.ie/for-rent/apartment-moland-house-talbot-st-dublin-1/6230603,Martin,False,False,6,1.0
6215180,"Ormond Grove, Swords, Co. Dublin",4.0,3.0,3000,C2,Rent,http://www.daft.ie/for-rent/house-ormond-grove-swords-co-dublin/6215180,Sherry FitzGerald Lettings,True,False,37,
6223934,"Waterside Court, Waterside, Malahide, Co. Dublin",3.0,3.0,2800,B2,Rent,http://www.daft.ie/for-rent/apartment-waterside-court-waterside-malahide-co-dublin/6223934,Sherry FitzGerald Lettings,False,False,32,
6233517," The Ramparts, Cherrywood, Co. Dublin",1.0,1.0,2100,B2,Rent,http://www.daft.ie/for-rent/apartment--the-ramparts-cherrywood-co-dublin/6233517,Sherry FitzGerald Lettings,False,False,14,
6218059,"Saint Fintan's Road, Sutton, Dublin 13",4.0,2.0,3577,E2,Rent,http://www.daft.ie/for-rent/house-saint-fintans-road-sutton-dublin-13/6218059,Sherry FitzGerald Lettings,False,False,34,13.0
6229203," Ballyowen Hall, Ballyowen Lane, Lucan, Co. Dublin",2.0,2.0,2100,C1,Rent,http://www.daft.ie/for-rent/apartment--ballyowen-hall-ballyowen-lane-lucan-co-dublin/6229203,Sherry FitzGerald Lettings,False,False,18,
6227738,"Oak Hall, The Hill, Malahide, Co. Dublin",1.0,1.0,1950,C1,Rent,http://www.daft.ie/for-rent/apartment-oak-hall-the-hill-malahide-co-dublin/6227738,Sherry FitzGerald Lettings,False,False,15,
6192766,"Mountjoy Square North, Dublin 1",1.0,1.0,1850,SI_666,Rent,http://www.daft.ie/for-rent/apartment-mountjoy-square-north-dublin-1/6192766,Dublin Office,False,False,9,1.0
6233117,"North Circular Road, Dublin 7",1.0,,1395,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-north-circular-road-dublin-7/6233117,Jordan Ryan,False,False,5,7.0
6234778,"North Circular Road, Stoneybatter, Dublin 7",1.0,,1500,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-north-circular-road-stoneybatter-dublin-7/6234778,Jason,False,False,6,7.0
6235175,"Harrington Street, Portobello, Dublin 8",1.0,,1650,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-harrington-street-portobello-dublin-8/6235175,Rachel Feighery,False,False,6,8.0
6234802,"North Circular Road, Stoneybatter, Dublin 7",1.0,1.0,1750,SI_666,Rent,http://www.daft.ie/for-rent/apartment-north-circular-road-stoneybatter-dublin-7/6234802,Jason,False,False,6,7.0
6234792,"North Circular Road, Stoneybatter, Dublin 7",1.0,,1550,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-north-circular-road-stoneybatter-dublin-7/6234792,Jason,False,False,5,7.0
6229283,"North Circular Road, Dublin 7",1.0,,1500,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-north-circular-road-dublin-7/6229283,Rachel Feighery,False,False,9,7.0
6214355,"3 Delville Road, Dublin 11, Glasnevin, Dublin 11",3.0,1.0,1697,D2,Rent,http://www.daft.ie/for-rent/house-3-delville-road-dublin-11-glasnevin-dublin-11/6214355,Shaun Rigley,False,False,7,11.0
6215948,"Evern, 32 Saint Thomas' Road, Mount Merrion, Mount Merrion, Co. Dublin",5.0,3.0,4500,E2,Rent,http://www.daft.ie/for-rent/house-evern-32-saint-thomas-road-mount-merrion-mount-merrion-co-dublin/6215948,Holly Stockwell-Quinn,False,False,8,
6145932,"19 Glenara, Kincora Road",4.0,3.0,6150,C2,Rent,http://www.daft.ie/for-rent/house-19-glenara-kincora-road-clontarf-clontarf-dublin-3/6145932,Holly Stockwell-Quinn,False,False,10,
6064926,"55 Waterloo Road, Dublin 4",4.0,3.0,9950,SI_666,Rent,http://www.daft.ie/for-rent/house-55-waterloo-road-ballsbridge-dublin-4-ballsbridge-dublin-4/6064926,Aoife Hanlon,False,False,9,4.0
6201885,"10 Leeson Court, Leeson Street Upper",2.0,2.0,3950,C2,Rent,http://www.daft.ie/for-rent/apartment-10-leeson-court-leeson-street-upper-ballsbridge-dublin-4/6201885,Aoife Hanlon,False,False,9,
6209322,"Kingsmill Court, 62 Bolton Street, Dublin 1",1.0,1.0,2000,D1,Rent,http://www.daft.ie/for-rent/apartment-kingsmill-court-62-bolton-street-dublin-1/6209322,Kit Ning Fung,False,False,5,1.0
6231143,"Hanover Court, 8 Hanover Quay, Grand Canal Dock, Dublin 2",2.0,2.0,3600,A2,Rent,http://www.daft.ie/for-rent/apartment-hanover-court-8-hanover-quay-grand-canal-dock-dublin-2/6231143,Kit Ning Fung,False,False,16,2.0
6231068,"Lansdowne Place, Ballsbridge , Dublin 4",2.0,2.0,5500,A2,Rent,http://www.daft.ie/for-rent/apartment-lansdowne-place-ballsbridge-dublin-4/6231068,Kit Ning Fung,False,False,17,4.0
6208637,"Saint Pappin Road, Glasnevin, Glasnevin, Dublin 11",2.0,1.0,2560,SI_666,Rent,http://www.daft.ie/for-rent/apartment-saint-pappin-road-glasnevin-glasnevin-dublin-11/6208637,Arkcon,False,False,16,11.0
6221345,"Wellmount Avenue, Finglas, Dublin 11",3.0,3.0,3500,A3,Rent,http://www.daft.ie/for-rent/house-wellmount-avenue-finglas-west-finglas-dublin-11/6221345,Arkcon,False,False,14,11.0
6056265,"Dartry House, Dartry, Dublin 6",2.0,2.0,3500,SI_666,Rent,http://www.daft.ie/for-rent/apartment-dartry-house-dartry-dublin-6/6056265,Matthew,False,False,11,6.0
6147449,"Virginia Park, Dublin 11, Finglas, Dublin 11",4.0,2.0,3650,SI_666,Rent,http://www.daft.ie/for-rent/house-virginia-park-dublin-11-finglas-dublin-11/6147449,Arkcon,False,False,12,11.0
6233226,"Apartment 2 Hadleigh Park, Castleknock, Dublin 15",2.0,1.0,2200,SI_666,Rent,http://www.daft.ie/for-rent/apartment-apartment-2-hadleigh-park-castleknock-castleknock-dublin-15/6233226,Arkcon,False,False,7,15.0
6219462,Park Court,2.0,1.0,2346,D1,Rent,http://www.daft.ie/for-rent/house-park-court-castleknock/6219462,Arkcon,False,False,13,
6233516,"Dartry House, Orwell Woods, Dartry, Dublin 6",2.0,1.0,3500,SI_666,Rent,http://www.daft.ie/for-rent/apartment-dartry-house-orwell-woods-dartry-dublin-6/6233516,Arkcon,False,False,11,6.0
6234772,"82 Drumcondra Road Lower, Drumcondra, Dublin 9",1.0,,1850,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-82-drumcondra-road-lower-drumcondra-dublin-9/6234772,Arkcon,False,False,10,9.0
6231094,"Elm House, Mespil Estate, Dublin 4",1.0,1.0,2231,SI_666,Rent,http://www.daft.ie/for-rent/apartment-elm-house-mespil-estate-dublin-4/6231094,Arkcon,False,False,13,4.0
6234767,"Drumcondra Road Lower, Drumcondra, Dublin 9",1.0,1.0,2000,SI_666,Rent,http://www.daft.ie/for-rent/flat-drumcondra-road-lower-drumcondra-dublin-9/6234767,Arkcon,False,False,9,9.0
6234748,"Ballybough Road, Ballybough, Dublin 3",1.0,,1665,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-ballybough-road-ballybough-dublin-3/6234748,Arkcon,True,False,5,3.0
6233529,"Summer Street North, North Circular Road, Dublin 1",1.0,,1625,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-summer-street-north-north-circular-road-dublin-1/6233529,Arkcon,False,False,5,1.0
6234705,"Ballybough Road, Ballybough, Dublin 3",1.0,,1675,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-ballybough-road-ballybough-dublin-3/6234705,Arkcon,True,False,7,3.0
6226892,"5 Boroimhe Elms, Swords K67 F982, Swords, Co. Dublin",,2.0,1789,SI_666,Rent,http://www.daft.ie/for-rent/apartment-5-boroimhe-elms-swords-k67-f982-swords-co-dublin/6226892,Lesley Meehan Lettings,False,False,17,
6143920,"Flat 4, 161 James's Street, Dublin 8",1.0,1.0,1930,SI_666,Rent,http://www.daft.ie/for-rent/apartment-flat-4-161-jamess-street-dublin-8/6143920,Lesley Meehan Lettings,False,False,6,8.0
5961754,"The Court, Station Road, Killiney, Co. Dublin",2.0,2.0,4000,B3,Rent,http://www.daft.ie/for-rent/apartment-the-court-station-road-killiney-co-dublin/5961754,Lettings Dept.,False,False,7,
6202296,"SHORT LET ONLY The Alders, Monkstown Valley, Monkstown, Monkstown, Co. Dublin",2.0,2.0,2094,D1,Rent,http://www.daft.ie/for-rent/property-short-let-only-the-alders-monkstown-valley-monkstown-monkstown-co-dublin/6202296,Short Lets Dept.,False,False,7,
6209203,"Rialto Cottages, Rialto, Dublin 8",1.0,1.0,2000,B2,Rent,http://www.daft.ie/for-rent/house-rialto-cottages-rialto-dublin-8/6209203,Lettings Dept.,False,False,7,8.0
6226633,"Apartment 28, Fitzwilliam Quay Apartments, Irishtown, Dublin 4",2.0,1.0,2339,C1,Rent,http://www.daft.ie/for-rent/apartment-apartment-28-fitzwilliam-quay-apartments-irishtown-dublin-4/6226633,Office,False,False,10,4.0
6235309,"11 Park View, Northbrook Avenue, Ranelagh, Dublin 6",2.0,2.0,2500,G,Rent,http://www.daft.ie/for-rent/apartment-11-park-view-northbrook-avenue-ranelagh-dublin-6/6235309,Office,False,False,11,6.0
6235550,"Apartment 15, Block 1, Priorsgate, Tallaght, Dublin 24",3.0,2.0,2625,D1,Rent,http://www.daft.ie/for-rent/apartment-apartment-15-block-1-priorsgate-tallaght-dublin-24/6235550,Horan Estate Lettings,False,False,23,24.0
6235550,"Apartment 15, Block 1, Priorsgate, Tallaght, Dublin 24",3.0,2.0,2625,D1,Rent,http://www.daft.ie/for-rent/apartment-apartment-15-block-1-priorsgate-tallaght-dublin-24/6235550,Horan Estate Lettings,False,False,23,24.0
6235019,"6 Cranford Court, Stillorgan Road, Donnybrook, Dublin 4",1.0,1.0,1764,E1,Rent,http://www.daft.ie/for-rent/apartment-6-cranford-court-stillorgan-road-donnybrook-dublin-4/6235019,Bruce Murphy (Lettings),False,False,8,4.0
6230303,"16 Elgin House, Ballsbridge Court, Sandymount, Dublin 4",2.0,1.0,2426,C3,Rent,http://www.daft.ie/for-rent/apartment-16-elgin-house-ballsbridge-court-sandymount-dublin-4/6230303,Avril Cannon (Lettings),False,False,12,4.0
6225819,"Wyckham Point, Dundrum, Dublin 14",2.0,2.0,2570,B3,Rent,http://www.daft.ie/for-rent/apartment-wyckham-point-dundrum-dublin-14/6225819,Allison,False,False,15,14.0
6122448," 6A Merrion Road, Ballsbridge, Dublin 4",2.0,1.0,2895,B2,Rent,http://www.daft.ie/for-rent/apartment--6a-merrion-road-ballsbridge-dublin-4/6122448,Suzanne Carolan,False,False,10,4.0
6225050,"55 Woodbrook Crescent, Castleknock, Dublin 15, Castleknock, Dublin 15",2.0,2.0,2350,C3,Rent,http://www.daft.ie/for-rent/apartment-55-woodbrook-crescent-dublin-15-castleknock-dublin-15/6225050,Suzanne Carolan,False,False,16,15.0
6052493,"19 Latchford Close, Castaheany, Ongar, Dublin 15",2.0,3.0,2600,C1,Rent,http://www.daft.ie/for-rent/house-19-latchford-close-castaheany-ongar-dublin-15/6052493,Suzanne Carolan,False,False,15,15.0
6215410,"3 Orby Court, The Gallops, Leopardstown, Dublin 18",3.0,2.0,3300,C3,Rent,http://www.daft.ie/for-rent/house-3-orby-court-the-gallops-leopardstown-dublin-18/6215410,Damien Bourke,False,False,10,18.0
6200586," Ravenswood Crescent Clonsilla, Dublin 15, Clonee, Dublin 15",4.0,2.0,3600,C1,Rent,http://www.daft.ie/for-rent/house--ravenswood-crescent-clonsilla-dublin-15-clonee-dublin-15/6200586,Martin Hanbury,False,False,0,15.0
6220703,"Apartment 1, Merton Hall, Mount Saint Anne's, Dublin 6, Milltown, Dublin 6",1.0,1.0,2500,B3,Rent,http://www.daft.ie/for-rent/apartment-apartment-1-merton-hall-mount-saint-annes-dublin-6-milltown-dublin-6/6220703,Private User,False,False,4,6.0
6137650,"Flat 1, 116 Thomas Street, Christchurch, Dublin 8",1.0,1.0,1800,SI_666,Rent,http://www.daft.ie/for-rent/apartment-flat-1-116-thomas-street-christchurch-dublin-8/6137650,Pat,False,False,13,8.0
6141694,"11 The Crescent, Kingswood Heights, Kingswood, Dublin 22",7.0,4.0,7200,C3,Rent,http://www.daft.ie/for-rent/house-11-the-crescent-kingswood-heights-kingswood-dublin-22/6141694,Ray Kelly,True,True,24,22.0
6234061,"Beechwood Court, Stillorgan, Co. Dublin",3.0,3.0,4500,,Rent,http://www.daft.ie/for-rent/apartment-beechwood-court-stillorgan-co-dublin/6234061,Aoife Ryan,False,False,15,
6233488,"Timbermill, Artane, Dublin 5",2.0,2.0,1754,,Rent,http://www.daft.ie/for-rent/apartment-timbermill-artane-dublin-5/6233488,Aoife Ryan,False,False,5,5.0
6228068,"Beech House, Carrickmines Green, D18 VR90, Dublin 18",1.0,1.0,2000,,Rent,http://www.daft.ie/for-rent/apartment-beech-house-carrickmines-green-d18-vr90/6228068,Aoife Ryan,False,False,13,18.0
6225646,"30 Thornchase, Woodale Road",3.0,2.0,2243,,Rent,http://www.daft.ie/for-rent/house-30-thornchase-woodale-road-rush-co-dublin/6225646,Lettings,False,False,17,
6221251,6 Dun Emer Close,3.0,2.0,2400,,Rent,http://www.daft.ie/for-rent/house-6-dun-emer-close-lusk-co-dublin/6221251,Lettings,False,False,24,
6213210,"115 Custom House Harbour
IFSC
Dublin 1",2.0,1.0,2618,,Rent,http://www.daft.ie/for-rent/apartment-115-custom-house-harbour-ifsc-dublin-1-ifsc-dublin-1/6213210,Holly Stockwell-Quinn,False,False,7,1.0
6194764,Saint Peters Road,1.0,1.0,1900,F,Rent,http://www.daft.ie/for-rent/apartment-saint-peters-road-phibsborough-dublin-7/6194764,Sarah Dowling,False,True,10,
6202965,Michael Collins Park,1.0,1.0,1000,,Rent,http://www.daft.ie/for-rent/apartment-michael-collins-park-clondalkin-dublin-22/6202965,Lettings Team 6,False,False,5,
6194812,Saint Peters Road,1.0,1.0,1800,G,Rent,http://www.daft.ie/for-rent/apartment-saint-peters-road-phibsborough-dublin-7/6194812,Maria Hunston,False,True,8,
6235937,"50 Orchardstown Avenue, Rathfarnham, Dublin 14",4.0,2.0,3500,E1,Rent,http://www.daft.ie/for-rent/house-50-orchardstown-avenue-rathfarnham-dublin-14/6235937,Barry McCormack,False,False,14,14.0
6187126,"Clyde Court, Clyde Road, Dublin 4, Donnybrook, Dublin 4",3.0,1.0,3450,C3,Rent,http://www.daft.ie/for-rent/apartment-clyde-court-clyde-road-dublin-4-donnybrook-dublin-4/6187126,Maria O'Sullivan,False,False,15,4.0
6159650,"Blanchardstown Village, Blanchardstown, Dublin 15",1.0,1.0,1350,SI_666,Rent,http://www.daft.ie/for-rent/apartment-blanchardstown-village-blanchardstown-dublin-15/6159650,Private ,False,False,12,15.0
6120790,"North Strand Road, North Strand, Dublin 3",1.0,,1080,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-north-strand-road-north-strand-dublin-3/6120790,jeramiah,False,False,0,3.0
6235990,"The Goulding, Santry Cross, Santry Avenue, Santry, Dublin 9",2.0,1.0,2275,D1,Rent,http://www.daft.ie/for-rent/property-the-goulding-santry-cross-santry-avenue-santry-co-dublin/6235990,Damien,False,False,0,9.0
6153341,"Castleknock Rise, Castleknock, Dublin 15",3.0,2.0,3200,C1,Rent,http://www.daft.ie/for-rent/house-castleknock-rise-castleknock-dublin-15/6153341,Brian Nolan,False,False,25,15.0
6225672,"Kinsealy Woods, Chapel Road, Malahide, Do. Dublin, Malahide, Co. Dublin",3.0,3.0,3200,A1,Rent,http://www.daft.ie/for-rent/house-kinsealy-woods-chapel-road-malahide-do-dublin-malahide-co-dublin/6225672,Brian Nolan,False,False,32,
6206866,"Apartment 17, Shrewsbury Square, Ballsbridge, Dublin 4",2.0,2.0,3150,B3,Rent,http://www.daft.ie/for-rent/apartment-apartment-17-shrewsbury-square-ballsbridge-dublin-4/6206866,Mr Marc Adam,False,False,13,4.0
6130966,"Anglesea Road, Dublin 4, Donnybrook, Dublin 4",1.0,1.0,2300,SI_666,Rent,http://www.daft.ie/for-rent/apartment-anglesea-road-dublin-4-donnybrook-dublin-4/6130966,Avril,False,False,7,4.0
6202083,"Malahide, Co. Dublin, Malahide, Co. Dublin",3.0,1.0,4750,SI_666,Rent,http://www.daft.ie/for-rent/house-shanganagh-dublin-road-malahide-malahide-co-dublin/6202083,Private User,False,False,18,
6223350," Maple, Grattan Wood, Clongriffin, Dublin 13",2.0,2.0,2400,SI_666,Rent,http://www.daft.ie/for-rent/apartment--maple-grattan-wood-clongriffin-dublin-13/6223350,Dan Fitzsimmons,False,False,11,13.0
6235740,"Phibsborough Road, Dublin 7, North Circular Road, Dublin 7",4.0,1.0,4000,D1,Rent,http://www.daft.ie/for-rent/house-phibsborough-road-dublin-7-north-circular-road-dublin-7/6235740,Reception (Lettings),False,False,17,7.0
6211260,"Cabra Park, Dublin 7, Phibsborough, Dublin 7",1.0,,1500,C2,Rent,http://www.daft.ie/for-rent/studio-apartment-cabra-park-dublin-7-phibsborough-dublin-7/6211260,Balfarran Property Solutions,False,False,11,7.0
6162846,"The Gardens,Elmpark Green,Dublin 4, Merrion, Dublin 4",2.0,2.0,3950,A2,Rent,http://www.daft.ie/for-rent/apartment-the-gardens-elmpark-green-dublin-4-merrion-dublin-4/6162846,Private User,False,False,16,4.0
6216800,"Gray Street, Dublin 8",2.0,1.0,2400,SI_666,Rent,http://www.daft.ie/for-rent/house-gray-street-dublin-8/6216800,Lettings Department 2,False,False,7,8.0
6235621,"Apartment 20, Block C, Loughlinstown, Co. Dublin",1.0,1.0,2000,A2,Rent,http://www.daft.ie/for-rent/apartment-apartment-20-block-c-loughlinstown-co-dublin/6235621,Storyhouse Lettings,False,False,22,
6235716,"2 Grove Village, Grove Road, Harold's Cross, Dublin 6",2.0,2.0,3045,C2,Rent,http://www.daft.ie/for-rent/house-2-grove-village-grove-road-harolds-cross-dublin-6/6235716,Lettings,False,False,11,6.0
6235490,"San Antoin, 30 Mount Carmel Road, Goatstown, Dublin 14",3.0,1.0,3250,D1,Rent,http://www.daft.ie/for-rent/house-san-antoin-30-mount-carmel-road-windy-arbour-dublin-14/6235490,Tara Byrne,False,False,13,14.0
