id,address,bedrooms,bathrooms,monthly_price,ber,category,daft_link,agent_name,has_video,has_virtual_tour,total_images,dublin_subcode
6234794,"109 Parnell Street,Dublin 1, Dublin 1",1.0,1.0,2200,C3,Rent,http://www.daft.ie/for-rent/apartment-109-parnell-street-dublin-1-dublin-1/6234794,Private User,False,False,15,1.0
6154962,"9 Orwell Park Gardens, Dublin 6",4.0,4.0,7800,A2,Rent,http://www.daft.ie/for-rent/house-9-orwell-park-gardens-milltown-dublin-6/6154962,Shaun Rigley,False,False,13,6.0
6215005,"2 Sydney Avenue, Blackrock, Blackrock, Co. Dublin",3.0,2.0,4030,SI_666,Rent,http://www.daft.ie/for-rent/house-2-sydney-avenue-blackrock-blackrock-co-dublin/6215005,Paul Breslin,False,False,25,
6234586,"North Circular Road, Phibsborough, Dublin 7",1.0,,1399,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-north-circular-road-phibsborough-dublin-7/6234586,Kevin,False,False,5,7.0
6169129,"Apartment , The Elms, Grove House Apartments, Milltown, Dublin 6",2.0,1.0,2750,D2,Rent,http://www.daft.ie/for-rent/apartment-apartment-the-elms-grove-house-apartments-milltown-dublin-6/6169129,Niamh Murphy,False,False,18,6.0
6203511,"Apartment 33, Exchange Hall, The Exchange, D24 P928, Tallaght, Dublin 24",2.0,2.0,2195,C3,Rent,http://www.daft.ie/for-rent/apartment-apartment-33-exchange-hall-the-exchange-d24-p928-tallaght-dublin-24/6203511,Molly,False,False,20,24.0
6219457,"Whitworth Road Adj, Drumcondra, Dublin 3",3.0,3.0,3634,SI_666,Rent,http://www.daft.ie/for-rent/apartment-whitworth-road-adj-drumcondra-dublin-3/6219457,Rentals,False,False,17,3.0
6233762,"crosbie yard ossory road, East Wall, Dublin 3",2.0,1.0,1900,B3,Rent,http://www.daft.ie/for-rent/apartment-crosbie-yard-ossory-road-east-wall-dublin-3/6233762,Jenny,False,False,13,3.0
6232603,"Harcourt Lodge, Southern Cross Avenue, Dublin 8, Inchicore, Dublin 8",1.0,1.0,1590,C2,Rent,http://www.daft.ie/for-rent/apartment-harcourt-lodge-southern-cross-avenue-dublin-8-inchicore-dublin-8/6232603,Philip,False,False,12,8.0
6233329,"The Oval, Tullyvale, Cabinteely, Dublin 18",2.0,1.0,1845,B1,Rent,http://www.daft.ie/for-rent/apartment-the-oval-tullyvale-cabinteely-dublin-18/6233329,Nessa,False,False,9,18.0
6206444,"30 Martin Street, Dublin 8, Portobello, Dublin 8",2.0,1.0,3000,E1,Rent,http://www.daft.ie/for-rent/house-30-martin-street-dublin-8-portobello-dublin-8/6206444,Private User,False,False,17,8.0
6200609,"71 Saint Ignatius Road, Dublin 7, North Circular Road, Dublin 7",2.0,1.0,2250,SI_666,Rent,http://www.daft.ie/for-rent/property-71-saint-ignatius-road-dublin-7-north-circular-road-co-dublin/6200609,Vivian Cafferty,False,False,11,7.0
6231009,"Gardiner Place, City Centre, Dublin 1",1.0,1.0,1660,SI_666,Rent,http://www.daft.ie/for-rent/apartment-gardiner-place-city-centre-dublin-1/6231009,Dan,False,False,11,1.0
6230586,"141 North Circular road Dublin 7, Stoneybatter, Dublin 7",1.0,1.0,1850,E2,Rent,http://www.daft.ie/for-rent/flat-141-north-circular-road-dublin-7-stoneybatter-dublin-7/6230586,Private User,False,False,10,7.0
6222188,"18a The Avenue, Woodpark, Dublin 16, Ballinteer, Dublin 16",4.0,3.0,4500,A3,Rent,http://www.daft.ie/for-rent/house-18a-the-avenue-woodpark-dublin-16-ballinteer-dublin-16/6222188,Tracey Ferry,False,False,21,16.0
6229857,"Flat 3, 130 Rathmines Road Lower, Dublin 6, Rathmines, Dublin 6",1.0,1.0,1784,B1,Rent,http://www.daft.ie/for-rent/flat-flat-3-130-rathmines-road-lower-dublin-6-rathmines-dublin-6/6229857,Edward Malone,False,False,7,6.0
6125409,"69 Sundale Avenue, Dublin 24, Tallaght, Dublin 24",3.0,1.0,2575,SI_666,Rent,http://www.daft.ie/for-rent/house-69-sundale-avenue-dublin-24-tallaght-dublin-24/6125409,Bridget-Anne Doran - Lettings,False,False,28,24.0
6198934,"Apartment 54, Salthill, Monkstown, Co. Dublin",2.0,1.0,2800,C3,Rent,http://www.daft.ie/for-rent/apartment-54-monkstown-road-monkstown-co-dublin/6198934,Nicole Boylan,False,False,12,
6158033,"Ranelagh Road, Dublin 6, Ranelagh, Dublin 6",1.0,,1050,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-ranelagh-road-dublin-6-ranelagh-dublin-6/6158033,South Dublin Lettings,False,False,6,6.0
6225918,"Apartment 33, Kiltipper Gate, Dublin 24, Kiltipper, Dublin 24",2.0,2.0,2100,B2,Rent,http://www.daft.ie/for-rent/apartment-apartment-33-kiltipper-gate-dublin-24-kiltipper-dublin-24/6225918,Private User,False,False,10,24.0
6237362,"Seabury Court, Malahide, Malahide, Co. Dublin",3.0,1.0,2478,C3,Rent,http://www.daft.ie/for-rent/house-seabury-court-malahide-malahide-co-dublin/6237362,Sherry FitzGerald Lettings,False,False,23,
6237411,"Cabra Road, Phibsborough, Dublin 7",1.0,,1500,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-cabra-road-phibsborough-dublin-7/6237411,Booking Adviser,False,False,13,7.0
6227525,"Trinity Plaza, Dublin 2",2.0,1.0,2650,C3,Rent,http://www.daft.ie/for-rent/apartment-trinity-plaza-dublin-2/6227525,Susan Turley,False,False,6,2.0
6192871,"37 Rathdown Drive, Dublin 6w, Terenure, Dublin 6W",3.0,3.0,4000,C1,Rent,http://www.daft.ie/for-rent/house-37-rathdown-drive-dublin-6w-terenure-dublin-6w/6192871,Susan Turley,False,False,20,6.0
6218129,"Parkview, Rathbourne, Ashtown, Dublin 15",3.0,2.0,2850,C1,Rent,http://www.daft.ie/for-rent/house-parkview-rathbourne-ashtown-dublin-15/6218129,Karen Carberry,False,False,5,15.0
6237054,"Apartment 12 , 68 Rathmines Road Upper, Rathgar, Dublin 6",1.0,1.0,1825,SI_666,Rent,http://www.daft.ie/for-rent/apartment-apartment-12-68-rathmines-road-upper-rathgar-dublin-6/6237054,Grayling Lettings Team,False,False,9,6.0
6236120,"Seaview Wood, Dublin 18, Loughlinstown, Co. Dublin",4.0,2.0,4000,B3,Rent,http://www.daft.ie/for-rent/house-25-seaview-wood-dublin-18-loughlinstown-co-dublin/6236120,Lisa Bright,False,False,18,18.0
6155214,"11 Orwell Bank, Dublin 6, Dartry, Dublin 6",2.0,2.0,3000,B2,Rent,http://www.daft.ie/for-rent/house-11-orwell-bank-dublin-6-dartry-dublin-6/6155214,Martin Kennedy,False,False,20,6.0
6138249,"Fitzwilliam Street Upper, Dublin 2",1.0,,1935,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-fitzwilliam-street-upper-dublin-2/6138249,Robert,False,False,13,2.0
6229273,"Apartment 176, The Academy, Park West Pointe, Yeats Way, Park West, Dublin 12",2.0,2.0,2750,C3,Rent,http://www.daft.ie/for-rent/apartment-apartment-176-the-academy-park-west-pointe-yeats-way-park-west-dublin-12/6229273,Lettings,False,False,10,12.0
6237221,"3 Rampart Lane, Dublin 4, Donnybrook, Dublin 4",2.0,3.0,3800,A3,Rent,http://www.daft.ie/for-rent/house-3-rampart-lane-dublin-4-donnybrook-dublin-4/6237221,Owen Reilly Rentals,True,True,10,4.0
6233432,"Moylaragh Mews, Balbriggan, Balbriggan, Co. Dublin",2.0,2.0,2100,D1,Rent,http://www.daft.ie/for-rent/apartment-moylaragh-rise-balbriggan-balbriggan-co-dublin/6233432,Morgan Kierans,False,False,5,
6237003," Grosvenor Square, Rathmines, Dublin 6",1.0,,1600,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment--grosvenor-square-rathmines-dublin-6/6237003,Jason,False,False,6,6.0
6237024,"Kenilworth Road, Dublin 6, Rathgar, Dublin 6",1.0,1.0,2200,SI_666,Rent,http://www.daft.ie/for-rent/apartment-kenilworth-road-dublin-6-rathgar-dublin-6/6237024,Lettings Office,False,False,5,6.0
6237140,"Apartment 25 , Bolton Square, Dublin 1",1.0,1.0,2134,D1,Rent,http://www.daft.ie/for-rent/apartment-apartment-25-bolton-square-dublin-1/6237140,Nicole Boylan,False,False,8,1.0
6128193,"Apartment 27, Kilcross Square, Sandyford, Dublin 18",2.0,2.0,2500,C2,Rent,http://www.daft.ie/for-rent/apartment-apartment-27-kilcross-square-sandyford-dublin-18/6128193,Citywide Lettings,False,False,16,18.0
6193753,"28 Cabra Drive, Dublin 7, North Circular Road, Dublin 7",3.0,2.0,2500,E2,Rent,http://www.daft.ie/for-rent/house-28-cabra-drive-dublin-7-north-circular-road-dublin-7/6193753,Citywide Lettings,False,False,21,7.0
6210099,"66 Grangebrook Avenue, Rathfarnham, Edmondstown, Dublin 16",4.0,3.0,3700,C3,Rent,http://www.daft.ie/for-rent/house-66-grangebrook-avenue-rathfarnham-edmondstown-dublin-16/6210099,Citywide Lettings,False,False,21,16.0
6237033,"40 Diswellstown Drive, Hamilton Park, Carpenterstown, Dublin 15",4.0,3.0,3750,A3,Rent,http://www.daft.ie/for-rent/house-40-diswellstown-drive-hamilton-park-carpenterstown-dublin-15/6237033,Mel Fitzpatrick,False,False,19,15.0
6236919,"16 The View, Carrickmines Manor, Carrickmines, Dublin 18",1.0,1.0,1285,C1,Rent,http://www.daft.ie/for-rent/apartment-16-the-view-carrickmines-manor-carrickmines-dublin-18/6236919,Sean Bonner (Lettings),False,False,10,18.0
6236920," Grove Park, Rathmines, Dublin 6",1.0,,1600,C3,Rent,http://www.daft.ie/for-rent/studio-apartment-flat-8-76-grove-park-rathmines-dublin-6/6236920,Lettings Department,False,False,6,6.0
6236928,"199 Hampton Court, Navan Road, Dublin 7",2.0,1.0,2500,,Rent,http://www.daft.ie/for-rent/apartment-199-hampton-court-navan-road-dublin-7/6236928,Sineád Beggan,False,False,21,7.0
6237031,"Block C, Smithfield, Dublin 7",1.0,1.0,1519,D2,Rent,http://www.daft.ie/for-rent/apartment-block-c-smithfield-dublin-7/6237031,Lettings Office,False,False,9,7.0
6236901,"Kenilworth Road, Dublin 6, Rathgar, Dublin 6",1.0,1.0,2000,SI_666,Rent,http://www.daft.ie/for-rent/apartment-kenilworth-road-dublin-6-rathgar-dublin-6/6236901,Lettings Office,False,False,5,6.0
6192695,"Apartment, Hook Head, Custom House Harbour Apartments, IFSC, Dublin 1",2.0,1.0,2600,C1,Rent,http://www.daft.ie/for-rent/apartment-apartment-hook-head-custom-house-harbour-apartments-ifsc-dublin-1/6192695,Reception (Lettings),False,False,12,1.0
6236838,"Jameson Orchard Apartment, Malahide, Co. Dublin",2.0,2.0,2750,A2,Rent,http://www.daft.ie/for-rent/apartment-jameson-orchard-apartment-malahide-co-dublin/6236838,Lettings Team,True,False,17,
6236958,"Horan Hall, Belgard Square, Tallaght, Dublin 24",2.0,2.0,2500,C3,Rent,http://www.daft.ie/for-rent/apartment-horan-hall-belgard-square-tallaght-dublin-24/6236958,Aoife Redmond Murphy,False,False,13,24.0
6129451,"South Circular Road- City End, Portobello,Dublin 8, Portobello, Dublin 8",1.0,,1000,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-south-circular-road-city-end-portobello-dublin-8-portobello-dublin-8/6129451,David,False,False,0,8.0
6231758,"Off Pembroke Road, Dublin 4, Ballsbridge, Dublin 4",1.0,1.0,2950,C3,Rent,http://www.daft.ie/for-rent/apartment-off-pembroke-road-dublin-4-ballsbridge-dublin-4/6231758,Kathrina Cahill,False,False,5,4.0
6236914," Grove Park, Rathmines, Dublin 6",1.0,,1600,C3,Rent,http://www.daft.ie/for-rent/studio-apartment--grove-park-rathmines-dublin-6/6236914,Lettings Department,False,False,5,6.0
6236902," Ranelagh Avenue, Dublin 6, Ranelagh, Dublin 6",1.0,,1200,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment--ranelagh-avenue-dublin-6-ranelagh-dublin-6/6236902,Lettings Department,False,False,4,6.0
6236900,"Gardiner Place, Dublin 1",1.0,,1172,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-gardiner-place-dublin-1/6236900,Lettings Department,False,False,3,1.0
6236692,"Kenilworth Road, Dublin 6, Rathgar, Dublin 6",1.0,,1400,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-kenilworth-road-dublin-6-rathgar-dublin-6/6236692,Lettings Office,False,False,6,6.0
6136195,"Edgewood Lawns, Dublin 15, Ballycoolin, Dublin 15",9.0,3.0,6000,E1,Rent,http://www.daft.ie/for-rent/house-edgewood-lawns-dublin-15-ballycoolin-dublin-15/6136195,Private User,False,False,5,15.0
6236719,"1 Anglesea Court, Anglesea Road, Ballsbridge, Co. Dublin",2.0,1.0,2438,C3,Rent,http://www.daft.ie/for-rent/apartment-1-anglesea-court-anglesea-road-donnybrook-dublin-4/6236719,Sean Bonner (Lettings),False,False,9,
6236839,"Exchange Hall, The Exchange, Tallaght, Dublin 24",2.0,2.0,2300,C3,Rent,http://www.daft.ie/for-rent/apartment-exchange-hall-the-exchange-tallaght-dublin-24/6236839,Chartered Assets Lettings,False,False,11,24.0
6220278,"Apartment 3, Windmill Park, Porterstown, Dublin 15",1.0,1.0,1952,C1,Rent,http://www.daft.ie/for-rent/apartment-apartment-3-windmill-park-porterstown-dublin-15/6220278,Home Club Lettings,False,False,12,15.0
6234344,"The Green, Malahide, Malahide, Co. Dublin",2.0,2.0,2500,C2,Rent,http://www.daft.ie/for-rent/apartment-the-green-malahide-malahide-co-dublin/6234344,Home Club Lettings,False,False,9,
6235431,"Apartment 311, The Cubes 1, Stillorgan, Co. Dublin",1.0,1.0,2113,C3,Rent,http://www.daft.ie/for-rent/apartment-apartment-311-the-cubes-1-stillorgan-co-dublin/6235431,Home Club Lettings,False,False,9,
6236713,"Apartment 5, 39 Brighton Square, Rathgar, Dublin 6",1.0,,1355,C1,Rent,http://www.daft.ie/for-rent/studio-apartment-apartment-5-39-brighton-square-rathgar-dublin-6/6236713,Grayling Lettings Team,False,False,7,6.0
6137398,"8 Woodview Park, Castleknock, Dublin 15, Navan Road (D7), Dublin 7",3.0,2.0,3600,C2,Rent,http://www.daft.ie/for-rent/house-8-woodview-park-castleknock-dublin-15-navan-road-d7-dublin-7/6137398,Private User,False,False,15,15.0
6220406," South Avenue, Mount Merrion, Stillorgan , Blackrock, Co. Dublin",4.0,1.0,4200,C3,Rent,http://www.daft.ie/for-rent/house--south-avenue-mount-merrion-mount-merrion-co-dublin/6220406,Home Locators,False,False,7,
6202982,"SHORT TERM RENTAL Apartment Jervis Place, Capel Street, Dublin 1, Dublin 1",1.0,1.0,1800,C1,Rent,http://www.daft.ie/for-rent/apartment-apartment-jervis-place-capel-street-dublin-1-dublin-1/6202982,Maebh,False,False,9,1.0
6230226,"44 Park Court, Sandymount, Dublin 4",2.0,1.0,2540,SI_666,Rent,http://www.daft.ie/for-rent/house-44-park-court-sandymount-dublin-4/6230226,Keith McCabe,False,False,7,4.0
6167214,"Apartment 13, Seabury, Sandymount, Dublin 4",2.0,2.0,2800,SI_666,Rent,http://www.daft.ie/for-rent/apartment-apartment-13-seabury-sandymount-dublin-4/6167214,Marc McGrath,False,False,19,4.0
6192190,"Booterstown Park, Booterstown Avenue",4.0,3.0,3890,D1,Rent,http://www.daft.ie/for-rent/house-booterstown-park-booterstown-avenue-blackrock-co-dublin/6192190,Lettings Office,False,False,8,
6065897,"Castle Walk, Cherrywood, Co. Dublin",4.0,2.0,3823,,Rent,http://www.daft.ie/for-rent/house-castle-walk-cherrywood-co-dublin/6065897,Lettings Office,False,False,22,
6236610,"Moyne Road, Ranelagh, Dublin 6",1.0,,1391,SI_666,Rent,http://www.daft.ie/for-rent/studio-apartment-moyne-road-ranelagh-dublin-6/6236610,Lettings Office,False,False,4,6.0
6236687,"Fortunes Walk, Citywest, Co. Dublin",2.0,2.0,2200,C2,Rent,http://www.daft.ie/for-rent/apartment-fortunes-walk-citywest-co-dublin/6236687,Lettings Team 2,False,False,8,
6236503,"51 Yellow Road, Dublin 9, Beaumont, Dublin 9",4.0,3.0,3400,B3,Rent,http://www.daft.ie/for-rent/house-51-yellow-road-dublin-9-beaumont-dublin-9/6236503,Oisin McCormack,True,False,19,9.0
6236767,"Apartment 2, 134 Rathmines Road Lower, Rathmines, Dublin 6",1.0,1.0,1336,SI_666,Rent,http://www.daft.ie/for-rent/apartment-apartment-2-134-rathmines-road-lower-rathmines-dublin-6/6236767,Grayling Lettings Team,False,False,9,6.0
6205245,"21/23 Pembroke Road, Ballsbridge, Ballsbridge, Dublin 4",1.0,1.0,2000,E1,Rent,http://www.daft.ie/for-rent/apartment-21-23-pembroke-road-ballsbridge-ballsbridge-dublin-4/6205245,Robert Hanbidge,False,False,4,4.0
6236774,"Kenilworth Road, Rathgar, Dublin 6",2.0,1.0,1824,SI_666,Rent,http://www.daft.ie/for-rent/apartment-kenilworth-road-rathgar-dublin-6/6236774,Lettings Department,False,False,6,6.0
6215204,"4 Bed A Rated Home, Ballycullen, Dublin 24, Firhouse, Dublin 24",4.0,3.0,3500,A2,Rent,http://www.daft.ie/for-rent/house-4-bed-a-rated-home-ballycullen-dublin-24-firhouse-dublin-24/6215204,Moovingo Lettings,False,False,32,24.0
6217523,"2 Bedroom Apartment, Bracken Hill, Ballinteer, Dublin 16",2.0,2.0,2630,B3,Rent,http://www.daft.ie/for-rent/apartment-2-bedroom-apartment-bracken-hill-ballinteer-dublin-16/6217523,Moovingo Lettings,False,False,10,16.0
6226801,"A Rated 3 Bedroom Home, Dun Gaoithe, Dublin 18, Stepaside, Dublin 18",3.0,3.0,3500,A3,Rent,http://www.daft.ie/for-rent/house-a-rated-3-bedroom-home-dun-gaoithe-dublin-18-stepaside-dublin-18/6226801,Moovingo Lettings,False,False,19,18.0
6236770," Capel Street, Smithfield, Dublin 1",3.0,2.0,2410,SI_666,Rent,http://www.daft.ie/for-rent/apartment--capel-street-smithfield-dublin-1/6236770,Lettings Department,False,False,11,1.0
6236763,"St Peters Road (Double Room To Rent), Walkinstown, Dublin 12",1.0,1.0,850,,Rent,http://www.daft.ie/for-rent/house-st-peters-road-double-room-to-rent-walkinstown-dublin-12/6236763,Ray Cooke Lettings 7,False,False,3,12.0
6236760,"Ballygall Crescent, Finglas, Dublin 11",1.0,1.0,1500,,Rent,http://www.daft.ie/for-rent/apartment-ballygall-crescent-finglas-dublin-11/6236760,Lettings Team 3,False,False,7,11.0
6236690,"Blessington Street, Dublin 7",1.0,1.0,1629,SI_666,Rent,http://www.daft.ie/for-rent/apartment-blessington-street-dublin-7/6236690,Lettings Department,False,False,4,7.0
6211538,"Apt 38 St Davids Court, Castle Avenue D03 K308, Clontarf, Dublin 3",2.0,1.0,2239,C3,Rent,http://www.daft.ie/for-rent/apartment-apt-38-st-davids-court-castle-avenue-d03-k308-clontarf-dublin-3/6211538,Allison O'Hara - Rentals,False,False,9,3.0
6177266,41 Prospect Lawn,3.0,1.0,3000,D1,Rent,http://www.daft.ie/for-rent/house-41-prospect-lawn-cabinteely-dublin-18/6177266,Allison O'Hara - Rentals,False,False,15,
6226329,"Brookwood Abbey, Brookwood Grove, Dub, Artane, Dublin 5",2.0,1.0,2273,C3,Rent,http://www.daft.ie/for-rent/apartment-brookwood-abbey-brookwood-grove-dub-artane-dublin-5/6226329,Paula,False,False,3,5.0
6163284,"Custom Hall, Lower Gardiner Street, Dublin 1",3.0,1.0,2533,C2,Rent,http://www.daft.ie/for-rent/apartment-custom-hall-lower-gardiner-street-dublin-1/6163284,Paula Hargadon,False,False,7,1.0
6229424,"The Gasworks, Ballsbridge, Dublin 4",2.0,2.0,2900,C1,Rent,http://www.daft.ie/for-rent/apartment-the-gasworks-ballsbridge-dublin-4/6229424,Karl,False,False,14,4.0
6225360,"50 Brian Avenue, Dublin 3, Marino, Dublin 3",3.0,1.0,2750,E2,Rent,http://www.daft.ie/for-rent/house-50-brian-avenue-dublin-3-marino-dublin-3/6225360,John Dowling,False,False,13,3.0
6127454,"Temple Cottages, Dublin 7, Phibsborough, Dublin 7",1.0,1.0,1700,SI_666,Rent,http://www.daft.ie/for-rent/house-temple-cottages-dublin-7-phibsborough-dublin-7/6127454,Jill,False,False,1,7.0
6222314,"Asgard Apartments,Balscadden Road,Howth,Co. Dublin, Howth, Dublin 13",2.0,1.0,2400,SI_666,Rent,http://www.daft.ie/for-rent/apartment-asgard-apartments-balscadden-road-howth-co-dublin-howth-dublin-13/6222314,Northside Property Lettings,False,False,14,13.0
6216734,"Apartment 3, 34 Waterloo Road, Ballsbridge, Dublin 4",2.0,2.0,3158,SI_666,Rent,http://www.daft.ie/for-rent/apartment-apartment-3-34-waterloo-road-ballsbridge-dublin-4/6216734,Gemma McDermott,False,False,0,4.0
6233757,"Apartment 1, Maple, Hazeldene, Ballsbridge, Dublin 4",2.0,2.0,3714,C2,Rent,http://www.daft.ie/for-rent/apartment-apartment-1-maple-hazeldene-ballsbridge-dublin-4/6233757,Nicola Bergin MIPAV BA,False,False,13,4.0
6234267,"Apartment 2 , Hanover Court, Hanover Quay, Dublin 2",2.0,2.0,3461,A3,Rent,http://www.daft.ie/for-rent/apartment-apartment-2-hanover-court-hanover-quay-dublin-2/6234267,Gemma McDermott,False,False,13,2.0
6225489,"66 Walkinstown Road, Walkinstown, Dublin 12",3.0,1.0,2956,C2,Rent,http://www.daft.ie/for-rent/house-66-walkinstown-road-walkinstown-dublin-12/6225489,Stephen O' Grady,False,False,13,12.0
6235432,"Apartment 36 , The Crescent, Terenure, Dublin 6W",1.0,1.0,1930,C2,Rent,http://www.daft.ie/for-rent/apartment-apartment-36-the-crescent-terenure-dublin-6w/6235432,Stephen O' Grady,False,False,10,6.0
6228739,"Flat 1, 53 Talbot street, Dublin 1",1.0,1.0,1659,E1,Rent,http://www.daft.ie/for-rent/apartment-flat-1-53-talbot-street-dublin-1/6228739,Lettings Department,False,False,11,1.0
6164090,"Apartment 160, Wyckham Point, Wyckham Way, Dundrum, Dublin 16",3.0,2.0,3700,B3,Rent,http://www.daft.ie/for-rent/apartment-apartment-160-wyckham-point-wyckham-way-dundrum-dublin-16/6164090,Hazel Murtagh,False,False,11,16.0
6211405,"Apartment 10, Saint Laurence's court, St. Laurence's road, Clontarf, Dublin 3",1.0,1.0,2216,D2,Rent,http://www.daft.ie/for-rent/apartment-apartment-10-saint-lawrences-court-saint-lawren-clontarf-dublin-3/6211405,Annmarie Dignam,False,False,8,3.0
6195766,"2 Innismore, Crumlin, Crumlin, Dublin 12",2.0,1.0,2221,C2,Rent,http://www.daft.ie/for-rent/house-2-innismore-crumlin-crumlin-dublin-12/6195766,Lettings Department,False,False,16,12.0
6211911,"Apt. 1, 33 Bachelors Walk, Dublin 1",1.0,1.0,2250,SI_666,Rent,http://www.daft.ie/for-rent/apartment-apt-1-33-bachelors-walk-dublin-1/6211911,Lettings Department,False,False,18,1.0
152700,"Serviced Apartments in Malahide, Malahide, Co. Dublin",2.0,1.0,4350,SI_666,Rent,http://www.daft.ie/for-rent/apartment-serviced-apartments-in-malahide-malahide-co-dublin/152700,Letting Department,True,False,31,
6182007,"40 Block 3, Marina Village, Malahide, Co. Dublin",2.0,2.0,2500,C2,Rent,http://www.daft.ie/for-rent/apartment-40-block-3-marina-village-malahide-co-dublin/6182007,Letting Department,False,False,14,
6184307,"Ellismore Cottage, Myra Manor, Malahide Road, Malahide, Co. Dublin",3.0,1.0,3500,E1,Rent,http://www.daft.ie/for-rent/house-ellismore-cottage-myra-manor-malahide-road-malahide-co-dublin/6184307,Letting Department,False,False,31,
6199613,"12 Brookfield, Back Road, Malahide, Co. Dublin",4.0,3.0,4157,A3,Rent,http://www.daft.ie/for-rent/house-12-brookfield-back-road-malahide-co-dublin/6199613,Letting Department,False,False,23,
6225547,"67 Finglas Place, Dublin 11, Finglas, Dublin 11",2.0,1.0,2500,SI_666,Rent,http://www.daft.ie/for-rent/house-67-finglas-place-dublin-11-finglas-dublin-11/6225547,Aidan Daly MIPAV MMCEPI,False,False,0,11.0
6140542,"Apartment 13, Prospect Bay, Mount Prospect Avenue, Clontarf, Dublin 3",2.0,2.0,2900,A2,Rent,http://www.daft.ie/for-rent/property-apartment-13-prospect-bay-mount-prospect-avenue-clontarf-co-dublin/6140542,Linda O Brien,False,False,14,3.0
6125784,"Tallaght Cross West, Tallaght, Dublin 24",2.0,2.0,2270,D2,Rent,http://www.daft.ie/for-rent/apartment-4b-tallaght-cross-west-tallaght-dublin-24/6125784,Ires Tallaght Lettings,False,False,13,24.0
6099597,"Camac Crescent, Turvey Avenue, Inchicore, Dublin 8",2.0,2.0,2200,C3,Rent,http://www.daft.ie/for-rent/apartment-apartment-35-camac-crescent-turvey-avenue-inchicore-dublin-8/6099597,Ires Tallaght Lettings,False,False,4,8.0
6235042,"Block D, Ashbrook, Howth Road, Clontarf, Dublin 3",2.0,1.0,2450,D2,Rent,http://www.daft.ie/for-rent/apartment-block-d-ashbrook-howth-road-clontarf-dublin-3/6235042,Cristine Samuel,False,False,8,3.0
6235044,"Block C, Ashbrook, Howth Road, Clontarf, Dublin 3",1.0,1.0,1990,D2,Rent,http://www.daft.ie/for-rent/apartment-block-c-ashbrook-howth-road-clontarf-dublin-3/6235044,Cristine Samuel,False,False,1,3.0
6211331,"Coldcut Park, Clondalkin, Dublin 22",2.0,2.0,2150,C1,Rent,http://www.daft.ie/for-rent/apartment-coldcut-park-clondalkin-clondalkin-dublin-22/6211331,Suzanne Timmins,False,False,8,22.0
6125784,"Tallaght Cross West, Tallaght, Dublin 24",2.0,2.0,2270,D2,Rent,http://www.daft.ie/for-rent/apartment-4b-tallaght-cross-west-tallaght-dublin-24/6125784,Ires Tallaght Lettings,False,False,13,24.0
6207870,"Hume Street, Dublin 2",1.0,1.0,1650,SI_666,Rent,http://www.daft.ie/for-rent/apartment-hume-street-dublin-2/6207870,Geraldine Keary,False,False,8,2.0
6235487,"Forbes Quay Apartments, Grand Canal Dock, Dublin 2",3.0,2.0,4000,B3,Rent,http://www.daft.ie/for-rent/apartment-forbes-quay-apartments-grand-canal-dock-dublin-2/6235487,Owen Reilly Rentals,False,True,14,2.0
6236294,"17 Harolds Cross Cottages, Harold's Cross, Dublin 6",1.0,1.0,1850,SI_666,Rent,http://www.daft.ie/for-rent/house-17-harolds-cross-cottages-harolds-cross-dublin-6/6236294,Ken,False,False,3,6.0
6236489,"Greeg Court, Parnell Street, North City Centre, Du, Dublin 1",1.0,1.0,2050,A3,Rent,http://www.daft.ie/for-rent/apartment-greeg-court-parnell-street-north-city-centre-du-dublin-1/6236489,Chartered Assets Lettings,False,False,11,1.0
6236537,"12 The Weavers, Dublin 8, The Coombe, Dublin 8",1.0,1.0,1300,SI_666,Rent,http://www.daft.ie/for-rent/apartment-12-the-weavers-dublin-8-the-coombe-dublin-8/6236537,Emer Pilcher,False,False,5,8.0
6236538,"Apartment 5, Block 6, The Green, Barnoaks, Citywest, Co. Dublin",1.0,,1850,A2,Rent,http://www.daft.ie/for-rent/studio-apartment-apartment-5-block-6-the-green-barnoaks-citywest-co-dublin/6236538,Storyhouse Lettings,False,False,22,
6222619,"Rexdon Court, Ballsbridge, Dublin 4",3.0,2.0,4015,B2,Rent,http://www.daft.ie/for-rent/apartment-rexdon-court-ballsbridge-dublin-4/6222619,Lettings Department,False,False,27,4.0
6235856,"307 Cubes 2, Dublin South/Sandyford, D18 N1W6, Sandyford, Dublin 18",2.0,2.0,2140,C2,Rent,http://www.daft.ie/for-rent/house-307-cubes-2-dublin-south-sandyford-d18-n1w6-sandyford-dublin-18/6235856,Lettings Department,False,False,10,18.0
